original	selected	orbit_size	selected_index	used_for_strict
X--X--XOX--XXOXOO-X-OOOOOOXXX-XOXOXOXO-XX-OO-OX-OXXXO-XOOOO-O-X-	XXOOXXOO---OO-XO--XXXOXOXX-XOOX--XOXX-OO-OO-OO--XXOX-XXXOOOOX-O-	16	3	false
OO-X--X-X-O--OXOXXX-X-O-O-OXXXOXO-OOO-X-X-OO-X-XOXOO-OXOXOXX-X--	-X--X-OOOXO--O-X-O-X-XXXXOXXXO-O-X-OOO-OX-X-OO-XOXO-OOXO--X-XXOX	16	14	false
XO-OO-XXO-O-OX-O-X-XOX-OX-XXXOXXXX-OX---OO--XO---OXOXX-X-XO-XX--	XOOX--X-X--X-----XXO-OXXOOOXXXXXO-XXO-O--O-X--XOO-X-XOOXXO-XXO--	16	2	false
O-O--OXX-XOOX--X--OXOXO-XXXXOX-X--XXOXOOOOOX--XX-OOX-OOXOO-OXOX-	O-O--OXX-XOOX--X--OXOXO-XXXXOX-X--XXOXOOOOOX--XX-OOX-OOXOO-OXOX-	16	8	false
X-XOXXXOXOXOOXO--OXXOO-X-X-XX--XXXOXX-XOXOO---X-X--O-XXX-OXO-X--	O-XXO-X-XO--XXX-XXO---XXXOOXX---OOXXX-OOXXX-OO-X-OOXXO-OXX--XXX-	16	10	false
OO-OOO-XXO-OOXOOX--X-O-O-OXXOOXOO--XX--OOXO-XOO-XO-OX-OO-X----O-	X-OOO-OOOOXOO-OXO-O-X--XOXOOXXO-O--XX--O-OOX-OXOOO-XO-OX-O----X-	16	6	false
OOOX-OXXXO--OOOXOXXXO-O--OOOX---O-OOX-XOOXXOX-XX-XXX--XXX-OX-OX-	-XXO--XXXXXX-OOXO-----OO--XXXOO-XXOOOX-XOXXOOX-O-XX-OXOOX-OO-OXO	16	7	false
-XO-XOXOO--XXOOXOX-OX-XXXXXOO--XO--OOXOOXO-O-OOOXO-OOOO-OO--O---	OXXXOO--XOX-OOO-OO--XOO-XXXOO-OO-XOOOOO-O--X----X-XX-OOO-OOXOXXO	16	9	false
XOX-XXXOXXX-OO-O-O-X-O-OOX-XX-OXX-XOOOXO--XX-O--OX-X-OXXXXXOX--X	XX-OXOOO-X-XO--X-OOO-OOXX--OX-OXOXXOXX--X-XX--XXXX--XOXOXO-XO-XX	16	13	false
O-X--OO-OX-XOXXX--O-X-XXXO-OOX-X---OXXOO--OXX-XOXX-OXX-OOOO-----	-XXXOOO-OXX-OX--OX-XX-X--OXOXXX--X-OOXO-X-O--O-O-X-O--XOOO-X--XO	16	8	false
OOXOXXOO-O-OXXXXX--OOX-----OOOXXXOOOO-XOOO--XOXO-O--OO-XO--XO-O-	X-XO-O-X-XXX--XX---X---OO--XXXXXXXOXXXOO-XX-XOOOX-OOO-OX-OXXO-OX	16	12	false
-XXOXXOXX---OOOXOOO--X-OX--XO-OXX--XOX-O-OX--OXX-X-OXO-XX-XO--X-	O--OOXO--OX--X-OO-O--X-OXX-OO--X-O-XX-XO-XXO-OXOO-O-X-XX-OOXOXOO	16	6	false
X-X-XXX-OXOX-XX-X-XX-OXX-O-OXOXOX--OX-X-OXX--O-OOOOX-XO-OO-XO---	--O-OX---O-XXXXX-XO-OOXXO--XX--XXX-OOXX--OX--XOXOOX-O-X-OOOX-XOX	16	12	false
OXXXO-OXO--X-XX-X--XXOO-XXXOXO--OOXXXO--OOXXO-XXXXXO-OX-XOOX----	O----O--XOX--OO--OXXX-X-X-OOOX--OOOXOOXOO--OOOOXO--OXXOXXXOOXXOO	16	6	false
O--OX--OXXXXOO--OOX--XXOX-OXOX-OOOXOX-XO--O-OXOXX-XO--XXX-OXXXO-	XOXOX-OO-OX-X----OOXOXOXXO-OX-XOOX-XOX-O-XOO-O-O--O-OXOXX-XXXOO-	16	4	false
OXXXX-XXXX-OXO-OOOXO-OXX-O-OXXXOOXXXO--XXXOOX-X-OX-OXOXOX-X-XX--	XOX-XOXOOOXXOOO-O-O-OX-OOXXXOXX-OO-OXOOO-XXO--XOO-OO-OO-OXOXO-X-	16	6	false
X-OXOXX--XOXOO-XOXX-OO-O--XOX-XXX--XOXXXXOO--OOO---X--XXO--XO-O-	-O-OX--OXX--X---OOO--OOXXXXOX--XXX-XOX--O-OO-XXOX-OOXOX--XXOXO-X	16	15	false
O--OXOX-OO-OO--X-XOO-OOOX-OXXXOXO--XXOX-XXXO-----X--O-OOOXO-OO--	XX-OXO-X-XO--OOO--XX-O-XXXXOOX--OX-OO-XXX-XOX--XO-XXO-X--OXO--X-	16	9	false
XXO--OOOXX-O---X-O-O-OXXOOOXO-XO-X-XX---XX-OXOOX-OXO--XXX--XOO--	XXX--XOOO---X-OOOOX-X-X-XO-XOXXX---OO-O-OXXOX-OOOO--XOX---XXO--O	16	4	false
O-X-XOXOXX-X-X-OXOX-XOXOXXOOOOOX-XXOXXX-XXXOO-OXO-O----O-OO--OX-	O-X-XOXOXX-X-X-OXOX-XOXOXXOOOOOX-XXOXXX-XXXOO-OXO-O----O-OO--OX-	16	6	false
-OOXOXOX-XOXO-OOOO--OOX-XX-XO-X--OOXXXO---OXOXO-X-XXO-XO-OXO-O--	--X-XOX-XO-XOO-O-XOXOX---XOOOXX--O-XO-OO-OXX--XXXX-XOXO-OXOXOXX-	16	13	false
X-OO-O-XXXOOXOOOXOOXO-X-XO-OOOOXXXXOXXXX-OO--X-OOOO-OOXOXXOXXO--	OOOOO-XO-OXXOXXOXXX-OXXXXXOXX--O-OXXO-XOXX-XOOXX-XOXO-O-OX-OOXX-	16	9	false
X-O-X-O--O-OXXXO-XOXX-X---XXX-XXO--XOXOX-O-X--X-OOXOO-OXOX-O-X--	-O-X-O-XOXXXO-O--X-XXOX-XX-XXX--XOXOX--O-X--X-O-XO-OOXOO--X-O-XO	16	9	false
-XOX--O-XOOO--XXX---OOXXXX-OXXX-OOXOOOOX--OO-XOXOOOXXO-----XO---	-XXXO-O-XO-XO-O-OO--XOO-XO-OOOXX--OXO-XO--OXOXO-OXXXOO---XX-XX--	16	10	false
XXOXOOO-OX-OOO-X------XXO-OXOO-X-X-OX-OOX-XO-XOXOOX-XOOOXXO-OO--	XXOXOOO-OX-OOO-X------XXO-OXOO-X-X-OX-OOX-XO-XOXOOX-XOOOXXO-OO--	16	0	false
X--OOXXXX-X-OX-OXXOO-X-XXOXXOX-O--OXOX-OXOX---OOO-X--XOOO--OO-O-	OOOXX--OX-OX-O-OO-O-XXOOX-OXOOXOX-OXOX--XX---OXOXXO--O-X-X-XX--X	16	11	false
OOX-XXXOOX-OX--OX-XOXOOX-O-OX--O-XXOXOOXXX-O-OOOOX-X-OOXOXXOO-XX	XXO-OOOXXO-XO--XO-OXOXXO-X-XO--X-OOXOXXOOO-X-XXXXO-O-XXOXOOXX-OO	16	0	false
OO---XOO----XOO--X---O-X-OOXXXXOXX-XXO-OXO-O-OX-O-OXO-XXX-OOXO--	OO---XOO----XOO--X---O-X-OOXXXXOXX-XXO-OXO-O-OX-O-OXO-XXX-OOXO--	16	2	false
O-XXOOXXX-O--OOX--O-OO-O---XX-O-XXOXXXOO--OXXXXOXX----O-OXO-OX--	XO--O-OX----O-OOOXX-XX-XO--OOO--X-XOOO-XXXX-OO-OOX-XXOX-OOX-XX--	16	6	false
O-OOOOOOX-OOOOOXOOXX-O-X-XOXXXXO-O-OXXXO----XXOXOXXO--O--O-XOX--	--XOX-O--O--OXXOXOXX----OXXXO-O-OXXXXOX-X-O-XXOOXOOOOO-XOOOOOO-O	16	0	false
-O-O-XXO-OO-O-X-XX-XX------XX-X--X-OOXOO-XXXO-XXXXXO-O-OOXXOO---	--O---OXXXO-OOOO-X---OOOX-OOXOXX-XOOXX-XO---O-X-OO-OXO--X---XOX-	16	8	false
-XO-OOO-X-XXO-XOOX--X--O---OO--OXO-OXOXXOX-X-O-XOXXXOO---OO-O---	-XO-OOO-X-XXO-XOOX--X--O---OO--OXO-OXOXXOX-X-O-XOXXXOO---OO-O---	16	0	false
XXXXOXXX-OXO---X--OOOOO-OX-OO--OXO-XXOOX-XOO--XX-XO-O--XO--OOOX-	X--XXXO--OX-X--O-OXX--OOOX-OOXXOXO-XX--X--XXXXX--XOX---OOOOOXOOO	16	3	false
OXXXXX-XO--XXO-XX-O--XX-XOXOX-OO-O-XO----XO-XOOXOOO-XOX-O-O-----	OOXX--OOX--OOXO-X-OX-OOOXX-OX---XX-XOXX-XOX--OO---XO-OX-XX-O-X--	16	7	false
XO-OOOO-OO-OOOXXOXXO--XOOXOOXX---XOOX-OOO-XXOOXXX--X-OXXOXO-XX--	-OX-XOO-XOO-XOO-XX-O-XXOXX-OOX-OXXXXXOO---OXXO-XXXOOO--OOXXX-XOX	16	15	false
OOXOX-OO--XXO-O-OOX-XOOOOX-XXXXXXXOOOX-XX-X-O--X--XXXXO---XO----	--XXXO-O-O--XOOO-X-XXO---XOOXXOXOX-OX-XOXXXO-XXX---XXO-O--XXOO-O	16	3	false
OXO-O-XOXO-OX------XO-OOOX-XOX--OO-OO--O-XOOO-XXOXXXXOO-X-O----X	OXO-O-XOXO-OX------XO-OOOX-XOX--OO-OO--O-XOOO-XXOXXXXOO-X-O----X	16	8	false
XX--X-XXOO-XX--XXO-O-OO-O-XXXOOXXOXOOOXXOOO-O-OOOOOOX--XXXXOX-X-	XOXOXOOXXOO-OOOX---XXOOX-XOXO-OOXX-XOOXX--OOO---X-OOXO-XXX-XXOX-	16	8	false
OXOOOXXOOOOOXO-OO-O--XOXX--XX--XXOOOXXOO---XX-X-XOOXO-XXOO--O--O	XO-XOOXX-OOX-X-O---O-OXOXXOOO-OX-OOXO-XX-X-X-XXXXX-X--XOXO-OOXXX	16	15	false
OXO--O-OOOXXXO-OOX-XX-XXOOOXXO--XOOXO--XXO--XXXO---O-O-XX--XX---	O-O--OXOO-OXXXOOXX-XX-XO--OXXOOOX--OXOOXOXXX--OXX-O-O------XX--X	16	10	false
OX-X-OX-XXX-X-X-X-X-XXXO---XO-XXOXOOOXXOOX--OX---OO-OOOOXOO-O---	OX-X-OX-XXX-X-X-X-X-XXXO---XO-XXOXOOOXXOOX--OX---OO-OOOOXOO-O---	16	0	false
XXXXXO-OOX-X--XX-O--OO-XX--XO-OX-OOOXXXOOXO-X--O--X-OO-XO---OOX-	O-OXXXXXXX--X-XOX-OO--O-XO-OX--XOXXXOOO-O--X-OXOX-OO-X---XOO---O	16	0	false
OO-XXXOXXXXXXXXXX----OOO-O-OOX-OOO-OOX-OXOXXXXO-XOOX--OOXXX---O-	XX-OOOXOOOOOOOOOO----XXX-X-XXO-XXX-XXO-XOXOOOOX-OXXO--XXOOO---X-	16	6	false
X-X-OOXX-OXOXOX---OO----O-OXOXOO-XOOO-XXOX-XOXO-OOOO--XX-OOXXO--	-XX-X--OXXOO--X-XX-XXXOOOXOXOXX-O-XXX-OXX-O-O-XX-OXOX-OO-O-OX--O	16	3	false
OXO-OO-XXO--XX-XX---X-OXOX-XXX-OO-XOXXX--O--XO-OXO-XO-XOOO-X-X-O	OXO-OO-XXO--XX-XX---X-OXOX-XXX-OO-XOXXX--O--XO-OXO-XO-XOOO-X-X-O	16	3	false
OXO-OXXOOXO-XXXX--OXOXOXOXOOO-X--XXOO-XO-X-XXOO--XOOX-OOXX-OOX--	XX-OOX---XOOX-OO-X-XXOO--XXOO-XOOXOOO-X---OXOXOXOXO-XXXXOXO-OXXO	16	9	false
OXOX---XOXO-O-OO-OO--X--O-XXXOXX---OOXOOXOOXXOX--XOX-X-XOOO-XO--	XOXO---OXOX-X-XX-XX--O--X-OOOXOO---XXOXXOXXOOXO--OXO-O-OXXX-OX--	16	6	false
O--XXOO-XXX-OO-OOOOXO--OO-OXXOXOOXXXXXXOXOO-O-OO-XXX----XXXXO---	-XXOO--XX-XX-OOOX--XOXXXXOXOOX-XXOOOOOOXXX-X-XXO----OOO----XOOOO	16	2	false
XO---O--XXXXOX--OOXXXXOXOO-XXO--OOXXOXX-X--X--OXX-OOX-XOXOXO----	OOOXXXOOX--XXXOXOX-O-OO-XXOOOOO--O-XOOX----OXOOX-OXO-X---XO--O--	16	1	false
OOOX-XOX--X-O-OOXX-X-OOOO-XOXXXXO-XOX-O----X-XOXXO-XXOXXOO-O--O-	XOX-XOOOOO-O-X--OOO-X-XXXXXXOX-O-O-XOX-OXOX-X---XXOXX-OX-O--O-OO	16	0	false
O-OXOO-X-X-OX--OOX-X-OX-O-OXO--O-XXXXO-OOO-X-XOOX---O--X-OOX--O-	X-OOXO-OO--XO-X--XO-X-XOO--OXO-OO-OXXXX-OOX-X-OOX--O---X-O--XOO-	16	2	false
OO-XO-XXX-X-X-XX----XOXX--OOXOOOX-OOXOXOOOO-X-X-O-O-O--OOXO---O-	OX--XOOOO----O-X-X-OOOOOX--OO---OXXXXXO---OOO---XXXOXX-OXXXOO-O-	16	1	false
-O-O-O-X--XO-OX-X-----X-OX-OOXO-O-OXO-XOX-O-XXXX---OX-XX-OX--O--	-OOX---O-OOOXOO-X-O-O-XX-OOXX----X-OX-XXO-XX--O-X---O--X--OXXO--	16	4	false
X-OOOOX-XOXXOXOO--OXOXOOXOOXO-X-XXOOOXX----XXXOXXO-X-OXOXXOO-O--	X-OOOOX-XOXXOXOO--OXOXOOXOOXO-X-XXOOOXX----XXXOXXO-X-OXOXXOO-O--	16	2	false
XOO-O-X----XOO-OOOXOXO-OXO-XOOOX-X-XOO-O-O--XO-O-O-OX--OOX-X-X--	-OOXOOO-X--O-----OOOOO-XOOXOOXX--XOXX-OXO-X-----O-OOXOOXX-OX---O	16	2	false
XOOXO-OXOOO--XOXOOX--XXOOXOOOX-XX-OXX--OO--XXX--OO-XX--OOO-OX-OO	XX-XOXOOX----OXX--O-OOO-OOOOX--XXOOOX--O---XXOXXXX--OXXXXXXOXXXO	16	7	false
-OOXXX--OXO--X-OXXXX-XXX-X-XO---XO-XOX-OOOOOX-XOXOO-OOOXO-X--X--	XOXO-OX--XXXOOOXOXX--OXX--XOOO-O-XOXX--OOX-O-OOO-XO--O---OXX-OX-	16	11	false
XXXXOXXXO----XX-X-O-OOXO---XO-OXX-OOOO--XX-O-X-XXXX-XOXOOOOOO--O	X--XXXXXXOXO-OOOO-O-X-OO--XXXX-OOX-XO---XOXX-X-O-OO----XOOOXOOOO	16	2	false
X----X-XXXO-XX-XXOXOX-XX-XOXOOXO--XXOXOOOXX---XOOO---XOOOOXXOO--	O----O-OOOX-OO-OOXOXO-OO-OXOXXOX--OOXOXXXOO---OXXX---OXXXXOOXX--	16	8	false
OX-XX-XXO-XOO-OOX-OXXX-X-X-OX-OXOX-XX--OOO--XOOXXXO-OX-XXO--OXO-	-XXOXXOXO-O-O-OXXXO--X--OOXXXXOX---XOXOX-O---OX-OXOXX--XXXOO-XOO	16	3	false
X-XOX-OOO---XOOXX----XOO-XOXXX--X--OXO-XXXO--XOOOO--OO-OX-X-X--X	XOX-OXXOXXX--X---XOOXOX-OO-OO-XOX--OX---O--X-X-O---O-OX-OXO-OOXO	16	5	false
-OXXO-O-OXOX-O-OOO-O-OOX-OXXOOXOOOOXOO-O--X-XX-OOXOX---XOXO-O---	-XOXXXO-X-XO-----XXXXO--X--XXO-XOOXOO-O-OX-OXOXXXOXXX-OO-XX-X-XX	16	15	false
XOXXXX-X-OXO-OOX--O--XO-OOOOOOXO--OOX-XOO-XOX-XOO-XOO-XXXXX----X	OO-XXXOO-XXOOOO-OXOX----O--XOOX-OX-XXXX-OOXXXOOOXX-X---OO--X-XXO	16	7	false
OOXO-XXOOO----XOX-X-X-OX---OXXOO-O-OOOXO---XX--OOOXO-OOOOX--OOO-	XX---OXXOX-X--XX-O---O-O-XOXX--XX-OXOO--XX-XO--OXX-OXXOO-XXXXOXX	16	15	false
-O--X-XOOXOXOO-O--OX-OXO--XXXX---X-XOX-XXXXO-OOXOOXX-O-OXOOOXX--	XOOOXX--OOXX-O-OXXXO-OOX-X-XOX-X--XXXX----OX-OXOOXOXOO-O-O--X-XO	16	10	false
X-OOXX-OXXXX---OX-XXX--OOO-OO--XO--XXX-OOXOO-OOXOOXXOOOOOOXO--O-	XXXXXOOOXXO-X-O-OOX--OOXXOXOXOOX-X-OXO-O-XXO---OXXX------XOXOXXX	16	14	false
XOOXXXXXOX--X--O-XXO-XX-X-OOX-OXOOXOXXXO-XXO-OO--XOXXOOXXOXO--O-	XXXXXOOXO--X--XO-XX-OXX-XO-XOO-XOXXXOXOO-OO-OXX-XOOXXOX--O--OXOX	16	14	false
O-X-XXOX-O-OX--XX-O---XXX-OXXXXXX--XOOXOXO-XXXOO-XO-O-XXOXXX-OX-	O-X-XXOX-O-OX--XX-O---XXX-OXXXXXX--XOOXOXO-XXXOO-XO-O-XXOXXX-OX-	16	7	false
O--X-O-OXXOOXXO-XOXOOXX-O-XOXX-XO--XX--XO-OX--O--OX-XOX-OOO-O---	X-X-O--X-XOOXXOO-OOXXOXOO-OOXO-XO--OO--X-X--OX-X-OXO-OX----X-XXX	16	15	false
O--OXXOXOOXX--OX-XOOOX--XX-OO-O--XOOX--O-XOOXO-OOOXOXOXXXOOXO---	OO-X--OX-OXXXXOO-XO-OOXOOXOOOOOXX-OOXXXOX-X--OO-OO-O--X-XX--OOX-	16	6	false
-X-X--OOOX--X-XO-XXOXOXXXXOXOOX-OOXXXOO-O-O-OOXOOXO-O-XXO--OOO--	-X-X--OOOX--X-XO-XXOXOXXXXOXOOX-OOXXXOO-O-O-OOXOOXO-O-XXO--OOO--	16	1	false
X-OOO--O-XOOOXOOOOO-XO-O-XOXOX--OXXOOXOOOXOOOXOX-X-O--XOO-O-X--X	O--O-X-XXO--X-O-OXOXXXOXXXOXXOOX--OXOXO-X-XO-XXXXXOXXXO-X--XXX-O	16	6	false
XX--OO----OXO--XXXOO-----OXXOOO-OOXXX--OX-OXX-OOXO--X--XOOX-X---	XXO-O---OX--O--OO-XOO-XXXXOOO--X-XOOXXX-OOXX------XOX--OOO--XX--	16	7	false
O----OOO-X-OO-X-OXXX--O-O--XO---OX-XOXOOXXO-OO-OO--OO-X-OXO-X---	XOX-O---X--XX-O-OOX-XX-XXO-OXOXXX--OX---XOOO--X--O-XX-O-X----XXX	16	15	false
OXOOOX-OXXXXXOOXXXO---X--XOXOOXOO-XOOX-OX-OX-X-X-X-OO-OXOO---XX-	-XXOO-XOXO--XXO-X-XXO-OX-O-OO-XO-OXOX-XO--OXOOXOOX--XXXXO-XO-XXO	16	9	false
O--OOXXXOX-XOOOOX-XOXO-X-X-OX-X-OXXXX-X-XO-XOO-OXX--XO--XX--O---	---O--XX--OX--XXO-OOX-OX-X-XXXXO-X-XO-X-X-OXOX-XOOOOX-XOXXXOO--O	16	2	false
XX--XXX--XX-XOXOXXO-OOOX--OOX-OOOOOXXOXOO-X-OXOO----OO-XOOXOO-O-	X-X-OO-OXXX-O--O-XOOOX-X---OX--OXXOXXOOOXOO-OXO-XXOOXO-O-OXOOOX-	16	8	false
O-XX-XXXXX----XOOX-XX--XXOOOOXXXXO-OO-XOOX-XX---XX-XOXX--OOOO---	---OOOO--XXOX-XX---XX-XOOX-OO-OXXXXOOOOXX--XX-XOOX----XXXXX-XX-O	16	7	false
OX-O-OOOOO-X-XXXOXXOO-X-XXXOXX-OOX-XXOXO--XOOOXO-XXO-O-XX-XX-OO-	-XX-OO-OO-X-XOO-XOXXXO--XOXOO-OXX-OOXOOO-O-XXOOXOOO-O-XXXXX-X-OX	16	11	false
OOX--O-O--OOOOO---OXXX-OX--XXXOOOO-OX-XOOO-O-O-XOX---X---XX-XX--	X--OXXX-X---XXOOOXX----O-XOOXX---XOOO--OXXOO-XOO-X-XO---X-XXXO--	16	6	false
OO-OO--XO-XOXO----OOO-X----OOXOOOXOOOOXXOXOO--OOOOOX-O-OO--OXO--	O--XOXX---OXOX---X-OX-XXXOXXX--OXXXXXXOX-OX-XXX-X---OOX-XX--XXXX	16	15	false
XOOX-XOXX-O-XOXOOOO---O--O-OO--OXX-OX-OOOOX-X--X-X-XX-OOXXX-XO-O	XXOXX-XO-X-X-XOXX-----XOOOOOX-O--O-XX--OO-O--XXXOOXOXX-XO-XO-XOO	16	4	false
XOOO-XOXXXOX-X-XOOXOOXXO-X-OO-OOOOXOOO-XOOXO--XXX--OOOO-X----X--	X----X--X--OOOO-OOXO--XXOOXOOO-X-X-OO-OOOOXOOXXOXXOX-X-XXOOO-XOX	16	12	false
OXX-XO--OXO--OXOOO-O-O-OOXOXOO-XOO-XOXX-X-X-O-XO-O-OO--XX---OX--	OOOOOX-XXXOXO-O-XO-O-X----OXX-O-X--OOOOOOOOOX--X-X--XX---OOX-OX-	16	9	false
OXX--OOOXOXXOXXXOXX--O-O-OOXO-OO-X-XOOOXO--XOO-O--XX-O-OX-XX---X	X---XX-XO-O-XX--O-OOX--OXOOOX-X-OO-OXOO-O-O--XXOXXXOXXOXOOO--XXO	16	6	false
OOOX-XOOX-XX-OO-OXXOO--O--OOX-X-XOOXOOO-OX-OOOXXXXO-XOOOO-X-O-X-	-XO--X-XOXOXO-XX-XXX--XOXOXXOX----XOXXOOOX-XXOOX-OOX-O-XXOXO-XOX	16	13	false
XOX-XOXOO---OOO-O-O-XX-OX--XO-OOX-OOXOXXXOO-OXOXO-OX--OXOOOXO--O	XXOOOXXOX-X----XXXXX-X-OOO-XO---X-XOXOXO--OX-OXX-XXOX-XOXOOOXX-X	16	13	false
X-OOXOX--O-X--OX-O-O-X---X-OXXOXX--XO-XOOXO--OOXXOXOOXOOXXO--X--	-O-OXOX-OX-XOXX-X-OO-XOOO--OX-X-XOXXO-X-X----XOX-XXO-OXOO---OXOO	16	3	false
--OX-X-XXX-OXO-OX-OO-X-XX--OO-XO--XXXXXX-X-OXXO----XO-X-O--OO---	---XX--X-O-XO----XOOX-O-OOOOOO--XO-XX--OO-O-XX-OX-XOX-OOO-O-OX--	16	9	false
OOOOO--X-XO--XXXO-OXX----XOOXX--O--OOXX-XO--XO-OOXXXOXX-OXXOO---	XX---O---X--X-X--X-XXOX-O-XXOXOOO-XOO-XOOOOO--XXOX-X-OXXO-O-OXOO	16	8	false
OO--X--O-OOO-X-OOX-O---XO-OOXOOXOXOOXXXX-OXOXOX-XO-OXXOXX--XOO--	--OOX--XXOXXO-OX-XOXOXO-XXXXOOXOXOOXOO-OX---O-XOO-X-OOO-O--X--OO	16	2	false
OX--X-XXOX-O-OXOO-XOXOX-X-XOOX-X--XOXO-OX--OO--XXX--X-OOX--XO-X-	OO-O--OXXOX-X-OX-OXOXO-XO-OXXO-OX-XOXO--O--XX--OXX-O--OO-O-XO--O	16	2	false
XX---XOXO-O-X-XX-OXX--OX-X-XOX-OOXOXXOXOXOO---XOXOOO-O-X-XOX-O--	-XOOOXXX--XX-OXOOO-OX--X---XO-X-XO-XXX--OOOO-XO-XOOXXO-X-XXO--OX	16	12	false
X-XOX-OX-OO--OO----XXXOOOOXXXOX-OXOXX-O---XX-XO-OOOOXX-XXX--X--X	O-X---OOXXXOXX---XOX-OO-O-OOO-OOX-OOOOX-OX-OXOX--X-XO-XOO--XX-XO	16	7	false
O-OXXX--XXX---XXOOXXO-OXOXOXXOX-O-OOXXXXXOXOXOXXOX--OO-O--OO-X--	-OXX-XX---XXXOX-XOOXO--X-OXXXO-XO-OOXX-XO-XOOXXO-XO-XOX--OXOOOXO	16	11	false
XX-X--OXXXOXOXOXOOOXOO----OXX-OXOXXOXO--O-O-OX-XOOXO-XXXXOO-----	XX-X-XX-OO-O--X--XO-OXX--OOXXO--XXXXO-O--OOOXOXOXXO-X-OOXXO-OOOX	16	11	false
X-XX-X-OX-OOOX---OXXXXXOOO-OOXX-OXOOXXOOOXXOOXOOOXX--O---OXOX---	---XOXO---O--XXOOOXOOXXOOOXXOOXO-XXOO-OOOXXXXXO---XOOO-XO-X-XX-X	16	14	false
OO-OOX--X-O--XOOOOXO--O--OOXX--O---XOOXOXOOO---OOXX--XO--XO-X---	XX-XXO--O-X--OXXXXOX--X--XXOO--X---OXXOXOXXX---XXOO--OX--OX-O---	16	2	false
--O-OXXX-XXO--OXX-OXXO-OX-OOX---X-OOOXO-OOOXXOX-XOO-O-OX-O-O-X--	XXXO-O--XO--OXX-O-OXXO-X---XOO-X-OXOOO-X-XOXXOOOXO-O-OOX--X-O-O-	16	2	false
OXOXX-XXOXO-OXOXOO-OO--X--OOOXOXX-XOXX-OXOX-X--OXXX--XOOXOXOO-OO	OXOXX-XXOXO-OXOXOO-OO--X--OOOXOXX-XOXX-OXOX-X--OXXX--XOOXOXOO-OO	16	0	false
XXOOXXOXO-OXOO-O-OOOXXXX-OOXOXO-X--OXXOXX--OOO-XXXO--XO-X-O-O--O	OOXXOOXOX-XOXX-X-XXXOOOO-XXOXOX-O--XOOXOO--XXX-OOOX--OX-O-X-X--X	16	11	false
XOX-O-OXXO-X------OXOO--O-XOX-O-X-XXX-X-X-OOO--X-OOX-OOXXXX-O-X-	O-OOX-OOOX----XXOXXOOX-O-OXOXOO-X-XOOX-X-X---X--OX-OX--X-OO----O	16	1	false
O-OOOX-OO-X-O-XXOX--X-O-X-OOX-OOXXXXXXXXO--OXX---OX--OOX-X-OXX--	OX-OX-X--XOOX-O-X---XXOXOOXXXX-XO--OXO-OOX-OX-X---X-X-OXOOOXXO--	16	5	false
-XXO-XXXX--XX-XXXXX-OO-O-OOXO-XOX--OXOXOOOXO-OX-X-OOXX-OOXOX----	-XXO-XXXX--XX-XXXXX-OO-O-OOXO-XOX--OXOXOOOXO-OX-X-OOXX-OOXOX----	16	4	false
-XO-XXXXXXXO-O-XX--XOO--O-OXX-X-XX-XXXXX-X--X--OXXO-XX-XOXOXO---	-XXOX-XOXX--XXXXOX-O--OO-OXXX--XX-OXXXXOXOO-X-X-X--XX---XX--XOX-	16	9	false
-OOXO-O--XX-O-OXOOO---OO-OOXXO-OXXOOX---OO--OXXOO--OOXX--XOOO---	---XXXO--OOXX--XXOOX--XX---OXXOOX-XOOXX-XX---XXXOX-X-OO--X-XOXX-	16	15	false
-XXO-XOX---OXXXOO-OXXOOO---OXXOX-X-XX-X-XO-OXOOOO--XOXX----XO---	--O--XO-X---XO--X-O-----OOXOXOXX-XXXXXOOXXOX-OX-OXOOXOX-XOOX-O--	16	3	false
OX-OOX-X--XXOOXXOOX-XXOXOX-OOXXXOXOOXX-XOOX-OXXO-O-XOOO-OOXX-X-X	OOXX-X-X-O-XOOO-OOX-OXXOOXOOXX-XOX-OOXXXOOX-XXOX--XXOOXXOX-OOX-X	16	10	false
O---X--O-X---XO-OXX--XOX-XOOOOOOOOXOO-XXXO-XXX-OX--XOO-OOOXO-O--	-XXOXO-X---OXXX-XXO-XOO--XOXX--OXOOXX---O--OXO--X-XXOOO-XOOX-X-X	16	14	false
O-O--X-XXOOX--O-XO-O--XXOO-OOXO----XOO-XO-OX-XOXO-OOXXXOXX-OXO--	XX-OXO--O-OOXXXOO-OX-XOX---XOO-XOO-OOXO-XO-O--XXXOOX--O-O-O--X-X	16	12	false
-XXXXXOOXXOO--OOXOXXOX-X--XOOXX-XOOOXO-O-O----XXOOXX-O-XXXOXXO--	XXOXXO--OOXX-O-X-O----XXXOOOXO-O--XOOXX-XOXXOX-XXXOO--OO-XXXXXOO	16	7	false
-O---OOX-X-XX-XOXO-OO--X-OOXO-XX-OOOXO---X-XOO--OO--O-OXXXXXO---	-X--XXOX-O--X-XO--OO---OOOOXOOX-X-XOXOX-X--OO---XOXOOOXOXO---X--	16	6	false
XOX-XX--O-O--XO-XXX-X-XXO-XXXO-X-OXXXOOXXO-OOO---O-X-O-XXOO-X---	--XXX-X--OX-O---XX-OOOO-X-XXXO-X---XXOX-XOXXX--OO-X-OOOOXOXO-X-X	16	13	false
